Player,Rec Yds,Rec Tar,Rec Tds,Rec YAC,Rec %,Rush Yds,Rush Att,Rush Tds,Pass Yds,Pass Tds,Pass Att,Fumbles,Interceptions,Team Passing Yds,Team Passing Tds,Team Passing Att,Team Rushing Yds,Team Rushing Tds,Team Rushing Att
"Kareem Hunt (KC, RB)",307,32,2,261,0.8484848484848485,763,146,4,0,0,0,1,0,2181,16,260,982,6,202
"Le'Veon Bell (PIT, RB)",219,45,0,254,0.7608695652173914,760,194,5,0,0,0,2,0,2106,10,276,871,5,237
"Ezekiel Elliott (DAL, RB)",210,26,2,224,0.7037037037037037,690,164,6,0,0,0,1,0,1571,14,228,1054,9,215
"Jordan Howard (CHI, RB)",78,21,0,93,0.6363636363636364,660,162,4,0,0,0,1,0,1404,8,222,1039,5,243
"Leonard Fournette (JAC, RB)",136,20,1,132,0.7142857142857143,626,131,6,0,0,0,0,0,1398,9,199,1213,8,239
"Todd Gurley (LA, RB)",293,38,3,244,0.6923076923076923,626,144,5,0,0,0,5,0,1764,9,225,887,8,210
"LeSean McCoy (BUF, RB)",242,47,0,260,0.7916666666666666,546,149,3,0,0,0,2,0,1628,10,236,935,6,250
"Melvin Gordon (SD, RB)",235,45,4,246,0.6521739130434783,526,131,4,0,0,0,0,0,0,0,0,0,0,0
"Alex Collins (BAL, RB)",30,4,0,34,0.4,478,80,0,0,0,0,2,0,1346,8,255,1015,4,239
"C.J. Anderson (DEN, RB)",91,15,1,94,0.75,469,107,1,0,0,0,0,0,1687,9,251,863,4,196
"LeGarrette Blount (PHI, RB)",25,4,1,17,0.8,467,100,2,0,0,0,0,0,2063,19,264,1034,4,246
"Devonta Freeman (ATL, RB)",119,19,0,91,0.75,466,103,5,0,0,0,0,0,1844,9,232,865,6,180
"Jay Ajayi (PHI, RB)",67,20,0,67,0.6666666666666666,465,139,0,0,0,0,1,0,2063,19,264,1034,4,246
"Mark Ingram (NO, RB)",190,38,0,230,0.7692307692307693,464,107,4,0,0,0,3,0,1951,11,249,831,7,196
