Player,Rec Yds,Rec Tar,Rec Tds,Rec YAC,Rec %,Rush Yds,Rush Att,Rush Tds,Pass Yds,Pass Tds,Pass Att,Fumbles,Interceptions,Team Passing Yds,Team Passing Tds,Team Passing Att,Team Rushing Yds,Team Rushing Tds,Team Rushing Att
"Spencer Ware (KC, RB)",447,42,2,388,0.7674418604651163,922,214,3,0,0,0,4,0,3914,19,546,1749,15,412
"Todd Gurley (LA, RB)",327,58,0,348,0.7288135593220338,885,278,6,0,0,0,2,0,3313,14,536,1297,9,376
"Jeremy Hill (CIN, RB)",174,27,0,164,0.75,839,222,9,0,0,0,0,0,4206,18,563,1769,17,446
"Jonathan Stewart (CAR, RB)",60,21,0,74,0.36363636363636365,824,218,9,0,0,0,3,0,3962,21,562,1814,16,453
"Matt Forte (NYJ, RB)",263,43,1,274,0.6818181818181818,813,218,7,0,0,0,1,0,3644,16,551,1802,10,418
"Latavius Murray (MIN, RB)",264,43,0,275,0.75,788,195,12,0,0,0,2,0,4119,20,589,1205,9,380
"Terrance West (BAL, RB)",236,45,1,234,0.7391304347826086,774,193,5,0,0,0,2,0,4343,20,680,1458,10,368
"Bilal Powell (NYJ, RB)",388,75,2,420,0.7631578947368421,722,131,3,0,0,0,1,0,3644,16,551,1802,10,418
"Rob Kelley (WAS, RB)",82,18,1,78,0.631578947368421,704,168,6,0,0,0,0,0,4948,25,607,1700,17,379
"Devontae Booker (DEN, RB)",265,46,1,253,0.6595744680851063,612,174,4,0,0,0,4,0,3914,20,570,1484,11,410
"Christine Michael (IND, RB)",107,29,1,122,0.7333333333333333,583,148,7,0,0,0,2,0,4491,32,584,1629,13,409
"Mike Gillislee (NE, RB)",50,11,1,44,0.75,576,101,8,0,0,0,1,0,4458,32,551,1872,19,482
"Jacquizz Rodgers (TB, RB)",98,16,0,90,0.7647058823529411,560,129,2,0,0,0,0,0,4165,29,579,1619,8,452
"Jerick McKinnon (MIN, RB)",255,53,2,271,0.7962962962962963,539,159,2,0,0,1,0,0,4119,20,589,1205,9,380
"Tevin Coleman (ATL, RB)",421,40,3,359,0.7560975609756098,520,118,8,0,0,0,1,0,4960,38,537,1928,20,421
"Jalen Richard (OAK, RB)",194,39,2,135,0.725,492,84,1,0,0,0,0,0,4133,29,595,1922,17,433
"Derrick Henry (TEN, RB)",137,15,0,124,0.8125,490,110,5,0,0,0,0,0,3720,29,504,2195,16,475
"DeAndre Washington (OAK, RB)",115,23,0,115,0.7083333333333334,467,86,2,0,0,0,1,0,4133,29,595,1922,17,433
"T.J. Yeldon (JAC, RB)",312,68,1,346,0.7246376811594203,465,130,1,0,0,0,2,0,3925,24,626,1631,8,392
"Matt Jones (IND, RB)",73,8,0,57,0.8888888888888888,460,99,3,0,0,0,3,0,4491,32,584,1629,13,409
"Ty Montgomery (GB, RB)",348,56,0,323,0.7719298245614035,457,77,3,0,0,0,2,0,4445,40,620,1701,11,374
"Paul Perkins (NYG, RB)",162,24,0,170,0.6,456,112,0,0,0,0,1,0,4027,26,598,1412,6,398
"Chris Ivory (JAC, RB)",186,28,0,189,0.6896551724137931,439,117,3,0,0,0,6,0,3925,24,626,1631,8,392
"Darren Sproles (PHI, RB)",427,71,2,407,0.7222222222222222,438,94,2,0,0,0,1,0,3798,16,609,1813,16,438
"C.J. Anderson (DEN, RB)",128,24,1,104,0.64,437,110,4,0,0,0,0,0,3914,20,570,1484,11,410
"Doug Martin (TB, RB)",134,16,0,107,0.8235294117647058,421,144,3,0,0,0,1,0,4165,29,579,1619,8,452
"Alfred Blue (HOU, RB)",40,16,0,28,0.7058823529411765,420,100,1,0,0,0,2,0,3418,15,583,1861,9,457
"Kenneth Dixon (BAL, RB)",162,41,1,186,0.7142857142857143,382,88,2,0,0,0,1,0,4343,20,680,1458,10,368
"Duke Johnson (CLE, RB)",514,74,0,426,0.7066666666666667,366,74,1,0,0,1,2,0,3693,15,567,1712,13,350
"Eddie Lacy (SEA, RB)",28,7,0,40,0.5,360,71,0,0,0,0,0,0,4422,23,567,1591,13,403
"Theo Riddick (DET, RB)",371,67,5,385,0.7794117647058824,357,92,1,0,0,0,0,0,4327,24,594,1310,9,350
"Chris Thompson (WAS, RB)",349,62,2,252,0.7777777777777778,356,68,3,0,0,0,2,0,4948,25,607,1700,17,379
"Thomas Rawls (SEA, RB)",96,17,0,82,0.7222222222222222,349,109,3,0,0,0,0,0,4422,23,567,1591,13,403
"Rex Burkhead (NE, RB)",145,20,0,142,0.8095238095238095,344,74,2,0,0,0,1,0,4458,32,551,1872,19,482
"Giovani Bernard (CIN, RB)",336,51,1,250,0.75,337,91,2,0,0,0,1,0,4206,18,563,1769,17,446
"Zach Zenner (DET, RB)",196,23,0,205,0.75,334,88,4,0,0,0,1,0,4327,24,594,1310,9,350
"Wendell Smallwood (PHI, RB)",55,13,0,50,0.42857142857142855,312,77,1,0,0,0,1,0,3798,16,609,1813,16,438
"Charcandrick West (KC, RB)",188,34,2,186,0.8,293,88,1,0,0,0,0,0,3914,19,546,1749,15,412
"Dion Lewis (NE, RB)",94,24,0,83,0.68,283,64,0,0,0,0,1,0,4458,32,551,1872,19,482
"Dwayne Washington (DET, RB)",62,15,0,71,0.625,265,90,1,0,0,0,0,0,4327,24,594,1310,9,350
"Fozzy Whittaker (CAR, RB)",226,33,0,238,0.7352941176470589,265,57,0,0,0,0,1,0,3962,21,562,1814,16,453
"Alfred Morris (DAL, RB)",11,6,0,11,0.42857142857142855,243,69,2,0,0,0,0,0,3799,25,483,2396,24,499
"Peyton Barber (TB, RB)",28,6,0,14,0.7142857142857143,223,55,1,0,0,0,0,0,4165,29,579,1619,8,452
"Kenneth Farrow (SD, RB)",70,16,0,81,0.7647058823529411,192,60,0,0,0,0,2,0,4390,33,580,1510,10,398
"Kenyan Drake (MIA, RB)",46,10,0,59,0.8181818181818182,179,33,2,0,0,0,0,0,3718,27,477,1824,14,406
