Player,Rec Yds,Rec Tar,Rec Tds,Rec YAC,Rec %,Rush Yds,Rush Att,Rush Tds,Pass Yds,Pass Tds,Pass Att,Fumbles,Interceptions,Team Passing Yds,Team Passing Tds,Team Passing Att,Team Rushing Yds,Team Rushing Tds,Team Rushing Att
"Brandon Marshall (NYG, WR)",1508,192,11,339,0.6113989637305699,-2,1,0,0,0,0,2,0,3967,26,539,1862,18,409
"Demaryius Thomas (DEN, WR)",1442,141,10,567,0.6619718309859155,0,0,0,0,0,0,3,0,4679,37,588,1812,12,480
"Dez Bryant (DAL, WR)",1357,135,12,438,0.6544117647058824,-5,2,0,0,0,0,5,0,4992,29,658,1265,8,355
"A.J. Green (CIN, WR)",1350,164,11,361,0.5878787878787879,38,4,0,0,0,0,2,0,3807,28,541,1745,11,430
"Julio Jones (ATL, WR)",1198,128,10,511,0.6124031007751938,30,6,0,0,0,0,0,0,4719,32,615,1372,12,377
"Michael Crabtree (OAK, WR)",1105,127,9,544,0.6640625,8,1,0,0,0,0,0,0,4292,24,628,1420,4,376
"Eric Decker (TEN, WR)",1064,122,13,267,0.6910569105691057,0,0,0,0,0,0,0,0,3571,17,540,1687,10,378
"Randall Cobb (GB, WR)",954,104,8,456,0.7619047619047619,132,10,0,0,0,0,4,0,4350,40,560,1694,9,432
"Justin Blackmon (JAC, WR)",865,132,5,284,0.48120300751879697,23,2,0,0,0,0,1,0,3754,20,584,1369,5,358
"T.Y. Hilton (IND, WR)",861,90,7,378,0.5494505494505495,29,5,0,0,0,1,1,0,4374,23,628,1671,11,440
"Jeremy Maclin (BAL, WR)",857,122,7,253,0.5609756097560976,0,0,0,0,0,0,1,0,3996,22,560,1901,17,444
"Torrey Smith (PHI, WR)",855,110,8,211,0.44144144144144143,9,3,0,0,0,0,0,0,4077,18,618,1887,10,413
"Mike Wallace (BAL, WR)",838,119,8,268,0.5333333333333333,7,5,0,0,0,0,2,0,3996,22,560,1901,17,444
"Jeremy Kerley (NYJ, WR)",827,95,2,292,0.5833333333333334,8,5,0,42,0,1,4,0,3139,14,492,1891,12,494
"Josh Gordon (CLE, WR)",805,95,5,331,0.5208333333333334,0,0,0,0,0,0,1,0,3668,16,566,1594,12,396
"Larry Fitzgerald (ARI, WR)",798,156,4,282,0.45222929936305734,0,0,0,0,0,0,0,0,3383,11,608,1207,10,353
"Antonio Brown (PIT, WR)",787,106,5,353,0.616822429906542,24,7,0,0,0,2,4,1,4001,26,573,1550,9,413
"Andre Roberts (ATL, WR)",759,114,5,221,0.5565217391304348,29,4,0,0,0,0,1,0,4719,32,615,1372,12,377
"Jordy Nelson (GB, WR)",745,73,7,251,0.6621621621621622,0,0,0,0,0,0,0,0,4350,40,560,1694,9,432
"DeSean Jackson (TB, WR)",700,87,2,225,0.5113636363636364,-7,3,0,0,0,0,1,0,4144,27,566,1833,13,417
"Golden Tate (DET, WR)",682,67,7,258,0.6617647058823529,20,3,0,23,1,1,1,0,5137,22,740,1614,17,392
"Brandon LaFell (CIN, WR)",677,76,4,318,0.5714285714285714,35,3,0,0,0,0,1,0,3807,28,541,1745,11,430
"Danny Amendola (NE, WR)",666,101,3,240,0.6176470588235294,8,2,0,0,0,0,3,0,4816,34,641,2173,25,522
"Pierre Garcon (SF, WR)",644,68,4,313,0.6521739130434783,2,1,0,0,0,0,0,0,3546,23,436,2491,17,492
"Emmanuel Sanders (DEN, WR)",626,74,1,185,0.5866666666666667,4,1,0,0,0,0,3,0,4679,37,588,1812,12,480
"Kendall Wright (CHI, WR)",626,104,4,314,0.6095238095238096,4,1,0,0,0,0,1,0,3298,21,485,1970,11,469
"Darrius Heyward-Bey (PIT, WR)",606,80,5,230,0.5061728395061729,16,2,0,0,0,0,0,0,4001,26,573,1550,9,413
"Kenny Britt (CLE, WR)",589,90,4,138,0.4945054945054945,0,0,0,0,0,0,2,0,3668,16,566,1594,12,396
"Michael Floyd (MIN, WR)",562,86,2,158,0.5172413793103449,0,0,0,0,0,0,1,0,2935,18,483,2627,16,487
"Harry Douglas (TEN, WR)",396,59,1,153,0.6333333333333333,4,2,0,0,0,0,1,0,3571,17,540,1687,10,378
"Alshon Jeffery (PHI, WR)",367,48,3,65,0.4897959183673469,0,0,0,0,0,0,0,0,4077,18,618,1887,10,413
"Doug Baldwin (SEA, WR)",366,50,3,82,0.5686274509803921,0,0,0,0,0,0,0,0,3227,27,405,2579,16,536
"Jarius Wright (MIN, WR)",310,36,2,109,0.5945945945945946,11,2,0,0,0,0,0,0,2935,18,483,2627,16,487
"Travis Benjamin (SD, WR)",298,37,2,69,0.47368421052631576,66,6,0,0,0,0,1,0,3607,26,528,1461,4,411
"Aldrick Robinson (SF, WR)",237,19,3,62,0.55,14,1,0,0,0,0,0,0,3546,23,436,2491,17,492
"Julian Edelman (NE, WR)",235,32,3,138,0.6363636363636364,45,4,0,0,0,0,2,0,4816,34,641,2173,25,522
"Dwayne Harris (NYG, WR)",222,31,1,115,0.53125,0,0,0,0,0,0,0,0,3967,26,539,1862,18,409
"Brandon Tate (BUF, WR)",211,25,1,60,0.5,0,1,0,0,0,0,4,0,3430,24,511,2221,12,443
"Marvin Jones (DET, WR)",201,32,1,34,0.5454545454545454,47,3,0,0,0,0,0,0,5137,22,740,1614,17,392
"Brian Quick (WAS, WR)",156,27,2,32,0.39285714285714285,0,0,0,0,0,0,0,0,3677,24,443,2713,22,516
"Mohamed Sanu (ATL, WR)",154,25,4,71,0.6153846153846154,15,5,0,73,1,1,0,0,4719,32,615,1372,12,377
"Rishard Matthews (TEN, WR)",151,20,0,30,0.5238095238095238,0,0,0,0,0,0,0,0,3571,17,540,1687,10,378
"Cole Beasley (DAL, WR)",128,24,0,59,0.6,0,0,0,0,0,0,0,0,4992,29,658,1265,8,355
"Deonte Thompson (BUF, WR)",51,6,0,23,0.7142857142857143,0,0,0,0,0,0,1,0,3430,24,511,2221,12,443
"Jermaine Kearse (NYJ, WR)",31,7,0,1,0.375,0,0,0,0,0,0,0,0,3139,14,492,1891,12,494
"Eric Weems (TEN, WR)",27,4,0,1,0.4,0,0,0,0,0,0,1,0,3571,17,540,1687,10,378
"Arrelious Benn (JAC, WR)",26,6,0,22,0.5714285714285714,16,3,0,0,0,0,1,0,3754,20,584,1369,5,358
"Terrelle Pryor (WAS, WR)",22,1,0,21,0.5,51,10,1,155,2,30,0,1,3677,24,443,2713,22,516
"Andre Holmes (BUF, WR)",11,2,0,3,0.6666666666666666,0,0,0,0,0,0,0,0,3430,24,511,2221,12,443
"Ted Ginn (NO, WR)",1,2,0,5,0.6666666666666666,7,1,0,0,0,0,4,0,5187,43,671,1579,10,370
"Josh Bellamy (CHI, WR)",0,0,0,0,0.0,0,0,0,0,0,0,0,0,3298,21,485,1970,11,469
"Matthew Slater (NE, WR)",0,0,0,0,0.0,0,0,0,0,0,0,0,0,4816,34,641,2173,25,522
