Player,Rec Yds,Rec Tar,Rec Tds,Rec YAC,Rec %,Rush Yds,Rush Att,Rush Tds,Pass Yds,Pass Tds,Pass Att,Fumbles,Interceptions,Team Passing Yds,Team Passing Tds,Team Passing Att,Team Rushing Yds,Team Rushing Tds,Team Rushing Att
"Ted Ginn (NO, WR)",421,31,2,201,0.75,32,4,0,0,0,0,1,0,1951,11,249,831,7,196
"Stefon Diggs (MIN, WR)",420,41,4,99,0.6190476190476191,-3,3,0,0,0,0,0,0,1990,10,276,960,7,240
"Alshon Jeffery (PHI, WR)",416,62,3,116,0.4444444444444444,0,0,0,0,0,0,0,0,2063,19,264,1034,4,246
"Michael Crabtree (OAK, WR)",411,51,6,116,0.6346153846153846,0,0,0,0,0,0,0,0,1919,13,283,704,7,166
"Marvin Jones (DET, WR)",408,51,3,58,0.5,0,0,0,0,0,0,0,0,1851,12,270,575,2,165
"Amari Cooper (OAK, WR)",404,68,3,167,0.4927536231884058,4,1,0,0,0,0,0,0,1919,13,283,704,7,166
"Jarvis Landry (MIA, WR)",398,80,3,176,0.6172839506172839,-7,1,0,0,0,1,0,0,1359,9,248,535,0,169
"DeSean Jackson (TB, WR)",397,51,2,124,0.4807692307692308,0,0,0,0,0,0,0,0,2143,13,279,566,3,154
"Rishard Matthews (TEN, WR)",393,48,1,150,0.5510204081632653,-3,1,0,0,0,0,0,0,1463,5,218,872,9,197
"Nelson Agholor (PHI, WR)",392,38,5,155,0.6923076923076923,0,0,0,0,0,0,0,0,2063,19,264,1034,4,246
"Robert Woods (LA, WR)",381,44,0,106,0.6,12,2,0,0,0,0,1,0,1764,9,225,887,8,210
"Jermaine Kearse (NYJ, WR)",380,47,4,97,0.6458333333333334,0,0,0,0,0,0,1,0,2011,13,276,960,8,233
"Paul Richardson (SEA, WR)",374,36,5,44,0.5945945945945946,0,0,0,0,0,0,0,0,2008,15,259,683,2,187
"Dez Bryant (DAL, WR)",366,64,4,131,0.49230769230769234,0,0,0,0,0,0,0,0,1571,14,228,1054,9,215
"Marqise Lee (JAC, WR)",363,46,0,179,0.5106382978723404,17,1,0,0,0,1,1,0,1398,9,199,1213,8,239
"Devin Funchess (CAR, WR)",357,59,3,119,0.55,0,0,0,0,0,0,0,0,1858,10,270,781,4,231
"Davante Adams (GB, WR)",351,54,5,124,0.5454545454545454,0,0,0,0,0,0,0,0,1629,14,252,707,6,156
"Marquise Goodwin (SF, WR)",349,46,0,50,0.425531914893617,6,1,0,0,0,0,0,0,1892,6,315,766,6,182
"Allen Hurns (JAC, WR)",345,38,2,112,0.6666666666666666,0,0,0,0,0,0,0,0,1398,9,199,1213,8,239
"Tyler Lockett (SEA, WR)",345,39,0,84,0.65,44,7,0,0,0,0,0,0,2008,15,259,683,2,187
"Danny Amendola (NE, WR)",338,42,1,123,0.7209302325581395,0,0,0,0,0,0,1,0,2516,16,308,870,6,220
"Tyrell Williams (SD, WR)",322,36,1,151,0.5945945945945946,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Deonte Thompson (BUF, WR)",318,33,2,41,0.6764705882352942,0,1,0,0,0,0,1,0,1628,10,236,935,6,250
"Cooper Kupp (LA, WR)",316,42,3,125,0.5348837209302325,0,0,0,0,0,0,0,0,1764,9,225,887,8,210
"Kenny Stills (MIA, WR)",313,43,4,34,0.5681818181818182,0,0,0,0,0,0,1,0,1359,9,248,535,0,169
"J.J. Nelson (ARI, WR)",312,32,2,38,0.5757575757575758,30,2,0,0,0,0,1,0,2031,9,280,444,3,147
"Jaron Brown (ARI, WR)",311,41,1,58,0.47619047619047616,0,0,0,0,0,0,0,0,2031,9,280,444,3,147
"Travis Benjamin (SD, WR)",304,34,3,105,0.5428571428571428,41,5,0,0,0,0,2,0,0,0,0,0,0,0
"Jordy Nelson (GB, WR)",303,42,6,56,0.6046511627906976,0,0,0,0,0,0,0,0,1629,14,252,707,6,156
"Mohamed Sanu (ATL, WR)",302,41,2,74,0.6666666666666666,4,1,0,0,0,0,0,0,1844,9,232,865,6,180
"Odell Beckham (NYG, WR)",302,41,3,65,0.5952380952380952,8,1,0,0,0,0,0,0,1600,10,260,583,2,149
"Adam Humphries (TB, WR)",297,41,0,150,0.6904761904761905,0,0,0,0,0,0,1,0,2143,13,279,566,3,154
"Ricardo Louis (CLE, WR)",292,45,0,62,0.5,0,0,0,0,0,0,0,0,1782,7,307,761,6,187
"Will Fuller (HOU, WR)",279,22,7,58,0.5652173913043478,9,2,0,0,0,0,0,0,1761,19,217,968,4,222
"Jamison Crowder (WAS, WR)",272,43,0,134,0.6363636363636364,26,4,0,0,0,0,5,0,1900,13,237,738,4,182
"Donte Moncrief (IND, WR)",271,33,1,50,0.5294117647058824,0,0,0,0,0,0,0,0,1770,5,258,796,8,217
"Emmanuel Sanders (DEN, WR)",266,42,2,89,0.5813953488372093,0,0,0,0,0,0,0,0,1687,9,251,863,4,196
"Sammy Watkins (LA, WR)",264,29,2,82,0.6,0,0,0,0,0,0,0,0,1764,9,225,887,8,210
"Sterling Shepard (NYG, WR)",263,29,1,111,0.7333333333333333,13,3,0,0,0,0,1,0,1600,10,260,583,2,149
"Randall Cobb (GB, WR)",261,38,1,165,0.717948717948718,10,1,0,0,0,0,1,0,1629,14,252,707,6,156
