Player,Rec Yds,Rec Tar,Rec Tds,Rec YAC,Rec %,Rush Yds,Rush Att,Rush Tds,Pass Yds,Pass Tds,Pass Att,Fumbles,Interceptions,Team Passing Yds,Team Passing Tds,Team Passing Att,Team Rushing Yds,Team Rushing Tds,Team Rushing Att
"Michael Crabtree (OAK, WR)",922,146,9,264,0.5782312925170068,0,0,0,0,0,0,1,0,4129,34,605,1455,7,370
"Michael Floyd (MIN, WR)",849,89,6,206,0.5777777777777777,0,0,0,0,0,0,0,0,3246,14,454,2211,18,474
"Terrance Williams (DAL, WR)",840,93,3,275,0.5531914893617021,0,0,0,0,0,0,0,0,3677,16,529,1888,8,408
"Randall Cobb (GB, WR)",829,129,6,436,0.6076923076923076,50,13,0,0,0,0,1,0,3825,31,574,1850,8,436
"Marvin Jones (DET, WR)",816,103,4,283,0.625,33,5,0,0,0,0,0,0,4463,33,632,1336,7,354
"Golden Tate (DET, WR)",813,129,6,526,0.6923076923076923,41,6,0,0,0,0,1,0,4463,33,632,1336,7,354
"Alshon Jeffery (PHI, WR)",807,94,4,175,0.5684210526315789,0,0,0,0,0,0,0,0,4341,23,623,1740,15,444
"Pierre Garcon (SF, WR)",777,111,6,165,0.6428571428571429,0,0,0,0,0,0,0,0,3646,16,526,1544,7,391
"Martavis Bryant (PIT, WR)",765,92,6,330,0.5376344086021505,37,5,1,0,0,0,1,0,4817,26,590,1724,16,388
"Markus Wheaton (CHI, WR)",749,79,5,158,0.55,0,0,0,0,0,0,0,0,3843,21,523,1851,13,469
"Ted Ginn (NO, WR)",739,97,10,241,0.4489795918367347,60,4,0,0,0,0,0,0,5213,32,667,1489,16,396
"Donte Moncrief (IND, WR)",733,105,6,267,0.6037735849056604,0,0,0,0,0,0,0,0,3928,26,619,1438,6,396
"Keenan Allen (SD, WR)",725,89,4,236,0.7444444444444445,0,0,0,0,0,0,1,0,4856,30,668,1357,4,392
"Stefon Diggs (MIN, WR)",720,84,4,292,0.611764705882353,13,3,0,0,0,0,2,0,3246,14,454,2211,18,474
"Julian Edelman (NE, WR)",692,88,7,314,0.6853932584269663,23,3,0,0,0,0,1,0,4812,36,629,1404,14,383
"Jermaine Kearse (NYJ, WR)",685,68,5,228,0.7101449275362319,0,0,0,0,0,0,1,0,4170,33,604,1868,11,448
"Kenny Britt (CLE, WR)",681,72,3,130,0.4931506849315068,0,0,0,0,0,0,0,0,4156,20,609,1529,5,381
"Tyler Lockett (SEA, WR)",664,69,6,249,0.7285714285714285,20,5,0,0,0,0,1,0,4052,34,488,2269,10,501
"Torrey Smith (PHI, WR)",663,62,4,213,0.5238095238095238,0,0,0,0,0,0,0,0,4341,23,623,1740,15,444
"Rishard Matthews (TEN, WR)",662,61,4,230,0.6935483870967742,4,1,0,0,0,0,0,0,3897,25,553,1485,10,371
"Danny Amendola (NE, WR)",648,87,3,264,0.7386363636363636,11,2,0,36,0,1,1,0,4812,36,629,1404,14,383
"Jamison Crowder (WAS, WR)",604,78,2,340,0.7468354430379747,2,2,0,0,0,1,4,0,4294,30,555,1582,9,429
"Robert Woods (LA, WR)",552,80,3,150,0.5802469135802469,0,1,0,0,0,0,2,0,0,0,0,0,0,0
"Cole Beasley (DAL, WR)",536,75,5,317,0.6842105263157895,0,0,0,0,0,0,2,0,3677,16,529,1888,8,408
"DeSean Jackson (TB, WR)",528,49,4,157,0.6,0,0,0,0,0,0,1,0,4044,22,535,2159,12,454
"Brandon LaFell (CIN, WR)",515,74,0,224,0.49333333333333335,9,2,0,0,0,0,0,0,4104,31,505,1804,18,468
"DeVante Parker (MIA, WR)",494,50,3,103,0.5098039215686274,0,0,0,0,0,0,0,0,4233,24,589,1494,11,343
"Dontrelle Inman (CHI, WR)",486,63,3,187,0.546875,0,0,0,0,0,0,2,0,3843,21,523,1851,13,469
"Davante Adams (GB, WR)",483,94,1,136,0.5263157894736842,0,0,0,0,0,0,0,0,3825,31,574,1850,8,436
"Seth Roberts (OAK, WR)",480,55,5,130,0.5714285714285714,0,0,0,0,0,0,0,0,4129,34,605,1455,7,370
"Devin Funchess (CAR, WR)",473,63,5,112,0.484375,0,0,0,0,0,0,1,0,3873,35,502,2282,19,526
"Tavon Austin (LA, WR)",473,87,5,371,0.5909090909090909,434,52,4,0,0,0,2,0,0,0,0,0,0,0
"Mike Wallace (BAL, WR)",473,72,2,169,0.5342465753424658,6,1,0,0,0,0,0,0,4462,21,677,1478,8,383
"Brandon Coleman (NO, WR)",454,49,2,126,0.6,0,0,0,0,0,0,0,0,5213,32,667,1489,16,396
"Albert Wilson (KC, WR)",451,57,2,219,0.603448275862069,26,5,0,0,0,0,0,0,3493,20,473,2041,19,437
