Player,Rec Yds,Rec Tar,Rec Tds,Rec YAC,Rec %,Rush Yds,Rush Att,Rush Tds,Pass Yds,Pass Tds,Pass Att,Fumbles,Interceptions,Team Passing Yds,Team Passing Tds,Team Passing Att,Team Rushing Yds,Team Rushing Tds,Team Rushing Att
"Ted Ginn (NO, WR)",752,95,4,182,0.5625,98,14,0,0,0,0,3,0,5257,38,674,1743,17,404
"DeVante Parker (MIA, WR)",744,88,4,236,0.6292134831460674,0,0,0,0,0,0,0,0,3718,27,477,1824,14,406
"Kenny Stills (MIA, WR)",726,81,9,193,0.5121951219512195,0,0,0,0,0,0,0,0,3718,27,477,1824,14,406
"Sterling Shepard (NYG, WR)",683,105,8,257,0.6132075471698113,31,3,0,0,0,0,0,0,4027,26,598,1412,6,398
"Chris Hogan (NE, WR)",680,58,4,241,0.6440677966101694,9,3,0,0,0,0,1,0,4458,32,551,1872,19,482
"Travis Benjamin (SD, WR)",677,75,4,246,0.618421052631579,-3,2,0,0,0,1,5,0,4390,33,580,1510,10,398
"Jeremy Kerley (NYJ, WR)",667,115,3,219,0.5517241379310345,0,0,0,0,0,0,4,0,3644,16,551,1802,10,418
"Mohamed Sanu (ATL, WR)",653,81,4,287,0.7195121951219512,5,1,0,0,0,0,1,0,4960,38,537,1928,20,421
"Will Fuller (HOU, WR)",635,92,2,238,0.5053763440860215,-3,1,0,0,0,0,2,0,3418,15,583,1861,9,457
"Adam Humphries (TB, WR)",622,83,2,382,0.6547619047619048,18,5,0,0,0,0,3,0,4165,29,579,1619,8,452
"Robert Woods (LA, WR)",613,76,1,124,0.6623376623376623,6,1,0,0,0,0,0,0,3313,14,536,1297,9,376
"Randall Cobb (GB, WR)",610,84,4,364,0.7058823529411765,33,10,0,0,0,0,1,0,4445,40,620,1701,11,374
"Tyler Boyd (CIN, WR)",603,81,1,201,0.6585365853658537,58,4,0,0,0,0,1,0,4206,18,563,1769,17,446
"Tyler Lockett (SEA, WR)",597,66,1,216,0.6119402985074627,114,6,1,0,0,0,0,0,4422,23,567,1591,13,403
"Eli Rogers (PIT, WR)",594,66,3,204,0.7164179104477612,6,1,0,0,0,0,1,0,4377,33,596,1760,13,409
"Terrance Williams (DAL, WR)",594,61,4,171,0.7096774193548387,0,0,0,0,0,0,1,0,3799,25,483,2396,24,499
