Player,Rec Yds,Rec Tar,Rec Tds,Rec YAC,Rec %,Rush Yds,Rush Att,Rush Tds,Pass Yds,Pass Tds,Pass Att,Fumbles,Interceptions,Team Passing Yds,Team Passing Tds,Team Passing Att,Team Rushing Yds,Team Rushing Tds,Team Rushing Att
"DeSean Jackson (TB, WR)",1167,118,9,404,0.5294117647058824,137,11,1,0,0,0,3,0,3136,18,525,1626,5,404
"Brandon Marshall (NYG, WR)",1120,154,10,515,0.6516129032258065,39,7,0,0,0,0,0,0,4246,28,542,1837,14,443
"Larry Fitzgerald (ARI, WR)",1092,154,13,312,0.6258064516129033,0,0,0,0,0,0,0,0,4205,28,596,1489,15,364
"Pierre Garcon (SF, WR)",765,92,4,284,0.5053763440860215,10,2,0,0,0,0,1,0,3293,23,528,1600,12,371
"Jeremy Maclin (BAL, WR)",762,90,4,241,0.6043956043956044,-7,2,0,0,0,0,0,0,3637,21,510,2206,22,467
"Mike Wallace (BAL, WR)",756,72,6,143,0.5342465753424658,48,5,0,0,0,0,1,0,3637,21,510,2206,22,467
"Kenny Britt (CLE, WR)",701,75,3,180,0.5526315789473685,0,0,0,0,0,0,1,0,2255,11,443,2087,10,498
"Michael Crabtree (OAK, WR)",625,86,2,219,0.5517241379310345,0,0,0,0,0,0,1,0,2875,10,485,1701,7,410
"Ted Ginn (NO, WR)",454,78,1,43,0.4810126582278481,48,7,0,0,0,0,2,0,4490,34,544,2115,21,467
"Julian Edelman (NE, WR)",359,54,1,257,0.6727272727272727,5,2,0,0,0,0,1,0,4540,28,592,1921,19,466
"Danny Amendola (NE, WR)",326,63,1,186,0.671875,-2,3,0,0,0,0,4,0,4540,28,592,1921,19,466
"Jordy Nelson (GB, WR)",320,31,2,89,0.6875,0,0,0,0,0,0,3,0,4492,30,553,1873,20,439
"Darrius Heyward-Bey (PIT, WR)",124,40,1,12,0.21951219512195122,19,2,0,0,0,0,0,0,4496,28,536,1790,10,429
"Eric Weems (TEN, WR)",50,6,2,22,0.8571428571428571,53,8,0,0,0,0,3,0,3104,16,476,2592,19,500
"Matthew Slater (NE, WR)",0,0,0,0,0.0,6,1,0,0,0,0,0,0,4540,28,592,1921,19,466
"Brandon Tate (BUF, WR)",0,2,0,0,0.0,11,1,0,0,0,0,0,0,2789,17,442,1867,6,425
