Player,Rec Yds,Rec Tar,Rec Tds,Rec YAC,Rec %,Rush Yds,Rush Att,Rush Tds,Pass Yds,Pass Tds,Pass Att,Fumbles,Interceptions,Team Passing Yds,Team Passing Tds,Team Passing Att,Team Rushing Yds,Team Rushing Tds,Team Rushing Att
"Demaryius Thomas (DEN, WR)",1619,184,11,659,0.6,0,0,0,0,0,0,0,0,4779,40,607,1785,15,444
"Julio Jones (ATL, WR)",1593,163,6,539,0.6341463414634146,1,1,0,0,0,0,2,0,4758,28,632,1498,11,372
"Antonio Brown (PIT, WR)",1570,170,12,543,0.7134502923976608,13,4,0,20,1,2,2,0,4704,31,578,1737,10,407
"Jordy Nelson (GB, WR)",1519,151,13,496,0.6447368421052632,0,0,0,0,0,0,0,0,4447,38,536,1917,14,436
"Emmanuel Sanders (DEN, WR)",1404,141,9,379,0.7112676056338029,44,8,0,0,0,0,1,0,4779,40,607,1785,15,444
"T.Y. Hilton (IND, WR)",1345,131,7,366,0.6212121212121212,20,2,0,0,0,0,3,0,5062,42,661,1602,9,416
"Golden Tate (DET, WR)",1331,143,4,694,0.6875,30,5,0,0,0,0,1,0,4274,22,604,1422,11,396
"Jeremy Maclin (BAL, WR)",1329,144,10,502,0.593103448275862,0,0,0,0,0,0,0,0,3986,27,555,2016,16,448
"Dez Bryant (DAL, WR)",1320,136,16,436,0.6423357664233577,0,0,0,0,0,0,0,0,4008,37,476,2349,16,508
"Odell Beckham (NYG, WR)",1305,130,12,486,0.6946564885496184,35,7,0,0,0,1,1,0,4470,30,607,1602,13,448
"Randall Cobb (GB, WR)",1287,127,12,584,0.7109375,37,12,0,0,0,0,3,0,4447,38,536,1917,14,436
"DeAndre Hopkins (HOU, WR)",1210,127,6,373,0.59375,0,0,0,0,0,0,2,0,3465,22,486,2165,12,550
"DeSean Jackson (TB, WR)",1169,95,6,513,0.5833333333333334,7,4,0,0,0,0,0,0,3644,21,532,1375,7,354
"Alshon Jeffery (PHI, WR)",1133,145,10,452,0.5821917808219178,33,6,0,0,0,0,1,0,4581,27,623,1939,16,476
"Mike Evans (TB, WR)",1051,123,12,177,0.5483870967741935,0,0,0,0,0,0,0,0,3644,21,532,1375,7,354
"Kelvin Benjamin (BUF, WR)",1008,145,9,178,0.5,0,0,0,0,0,0,1,0,3856,23,580,1482,7,402
"Sammy Watkins (LA, WR)",982,128,6,343,0.5038759689922481,8,2,0,0,0,0,1,0,0,0,0,0,0,0
"Julian Edelman (NE, WR)",972,134,4,420,0.6814814814814815,94,10,0,0,0,0,3,0,4291,34,610,1734,13,441
"Eric Decker (TEN, WR)",962,114,5,308,0.6434782608695652,0,0,0,0,0,0,0,0,3698,19,512,1447,6,356
"A.J. Green (CIN, WR)",959,105,6,288,0.5754716981132075,2,2,0,0,0,0,2,0,3331,18,473,2089,19,472
"Brandon LaFell (CIN, WR)",953,119,7,368,0.6166666666666667,13,2,0,0,0,0,1,0,3331,18,473,2089,19,472
"Kenny Stills (MIA, WR)",931,83,3,207,0.75,-2,1,0,0,0,0,1,0,4077,27,595,1878,12,398
"Jordan Matthews (BUF, WR)",872,103,8,377,0.6442307692307693,0,0,0,0,0,0,0,0,3856,23,580,1482,7,402
"Mike Wallace (BAL, WR)",862,115,10,219,0.5775862068965517,16,4,0,0,0,1,2,0,3986,27,555,2016,16,448
"Michael Floyd (MIN, WR)",841,99,6,111,0.47,2,1,0,0,0,0,3,0,3583,17,518,1805,12,411
"Doug Baldwin (SEA, WR)",825,98,3,314,0.6666666666666666,8,1,0,0,0,0,0,0,3492,20,454,2762,20,525
"Larry Fitzgerald (ARI, WR)",784,103,2,335,0.6057692307692307,0,0,0,0,0,0,1,0,3990,21,568,1318,6,398
"Keenan Allen (SD, WR)",783,121,4,303,0.6311475409836066,0,0,0,0,0,0,2,0,4296,31,574,1370,6,399
"Mohamed Sanu (ATL, WR)",774,98,5,327,0.5656565656565656,51,7,0,79,1,3,0,0,4758,28,632,1498,11,372
"Torrey Smith (PHI, WR)",767,92,11,169,0.5268817204301075,0,0,0,0,0,0,0,0,4581,27,623,1939,16,476
"Jarvis Landry (MIA, WR)",755,112,5,406,0.7433628318584071,-4,2,0,0,0,0,7,0,4077,27,595,1878,12,398
"Pierre Garcon (SF, WR)",752,105,3,333,0.6415094339622641,0,0,0,0,0,1,0,0,3407,20,488,2175,10,472
"Kenny Britt (CLE, WR)",748,83,3,188,0.5714285714285714,14,2,0,0,0,0,0,0,3691,12,505,1708,17,476
"Brandon Marshall (NYG, WR)",721,106,8,224,0.5700934579439252,0,0,0,0,0,0,1,0,4470,30,607,1602,13,448
"Kendall Wright (CHI, WR)",715,93,6,363,0.6063829787234043,54,4,0,0,0,0,1,0,4035,30,610,1448,8,354
"Robert Woods (LA, WR)",699,104,5,184,0.6190476190476191,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Michael Crabtree (OAK, WR)",698,108,4,262,0.6238532110091743,4,1,0,0,0,0,0,0,3457,22,629,1244,4,337
"John Brown (ARI, WR)",696,103,5,180,0.46153846153846156,-6,3,0,0,0,0,0,0,3990,21,568,1318,6,398
"Andre Holmes (BUF, WR)",693,99,4,187,0.47,0,0,0,0,0,0,0,0,3856,23,580,1482,7,402
"Allen Hurns (JAC, WR)",677,97,6,207,0.5204081632653061,0,0,0,0,0,0,0,0,3450,15,557,1635,9,361
"Taylor Gabriel (ATL, WR)",633,74,1,261,0.5066666666666667,-2,2,0,0,0,0,0,0,4758,28,632,1498,11,372
"Terrance Williams (DAL, WR)",633,66,8,132,0.5671641791044776,0,0,0,0,0,0,0,0,4008,37,476,2349,16,508
"Markus Wheaton (CHI, WR)",627,82,2,144,0.6024096385542169,19,4,0,0,0,0,0,0,4035,30,610,1448,8,354
"Jarius Wright (MIN, WR)",588,62,2,327,0.6666666666666666,71,5,0,0,0,0,0,0,3583,17,518,1805,12,411
"Harry Douglas (TEN, WR)",556,74,2,238,0.68,0,0,0,0,0,0,0,0,3698,19,512,1447,6,356
"Brandin Cooks (NE, WR)",550,69,3,170,0.7571428571428571,73,7,1,0,0,0,1,0,4291,34,610,1734,13,441
"Allen Robinson (JAC, WR)",548,81,2,158,0.5853658536585366,0,0,0,0,0,0,0,0,3450,15,557,1635,9,361
"Jermaine Kearse (NYJ, WR)",537,69,1,206,0.5428571428571428,15,2,0,17,0,1,0,0,3206,16,498,2279,11,507
"Martavis Bryant (PIT, WR)",528,46,7,156,0.5319148936170213,12,3,0,0,0,0,0,0,4704,31,578,1737,10,407
"Charles D. Johnson (CAR, WR)",475,59,2,170,0.5166666666666667,-11,1,0,0,0,0,1,0,3828,23,545,2033,10,475
"Justin Hunter (PIT, WR)",458,66,2,167,0.40298507462686567,0,0,0,0,0,0,0,0,4704,31,578,1737,10,407
"Andre Roberts (ATL, WR)",453,73,2,204,0.4864864864864865,21,2,0,0,0,0,4,0,4758,28,632,1498,11,372
"Davante Adams (GB, WR)",446,66,3,165,0.5671641791044776,0,0,0,0,0,0,0,0,4447,38,536,1917,14,436
"Donte Moncrief (IND, WR)",444,49,3,208,0.64,17,4,0,0,0,0,0,0,5062,42,661,1602,9,416
"Chris Hogan (NE, WR)",426,61,4,180,0.6612903225806451,0,0,0,0,0,0,2,0,4291,34,610,1734,13,441
"Marqise Lee (JAC, WR)",422,68,1,190,0.5362318840579711,9,3,0,0,0,0,0,0,3450,15,557,1635,9,361
"Cole Beasley (DAL, WR)",420,49,4,248,0.74,0,0,0,0,0,0,2,0,4008,37,476,2349,16,508
"Jeremy Kerley (NYJ, WR)",409,75,1,150,0.5,86,4,0,0,0,1,1,0,3206,16,498,2279,11,507
"Cordarrelle Patterson (OAK, WR)",384,67,1,164,0.4852941176470588,117,10,1,0,0,0,1,0,3457,22,629,1244,4,337
"Brian Quick (WAS, WR)",375,39,3,68,0.625,0,0,0,0,0,0,0,0,4461,18,547,1688,15,401
