Player,Rec Yds,Rec Tar,Rec Tds,Rec YAC,Rec %,Rush Yds,Rush Att,Rush Tds,Pass Yds,Pass Tds,Pass Att,Fumbles,Interceptions,Team Passing Yds,Team Passing Tds,Team Passing Att,Team Rushing Yds,Team Rushing Tds,Team Rushing Att
"Jimmy Graham (SEA, TE)",1215,142,16,406,0.6013986013986014,0,0,0,0,0,0,0,0,3508,27,420,2188,14,509
"Antonio Gates (SD, TE)",872,113,4,398,0.6754385964912281,0,0,0,0,0,0,2,0,4478,32,545,1961,9,486
"Jason Witten (DAL, TE)",851,111,8,327,0.6517857142857143,0,0,0,0,0,0,0,0,4238,33,586,1507,12,336
"Vernon Davis (WAS, TE)",850,84,13,264,0.611764705882353,0,0,0,0,0,0,1,0,4065,20,612,2150,14,454
"Greg Olsen (CAR, TE)",816,111,6,328,0.6517857142857143,0,0,0,0,0,0,0,0,3379,24,473,2018,14,482
"Julius Thomas (MIA, TE)",788,90,12,403,0.7142857142857143,0,0,0,0,0,0,0,0,3926,23,586,1373,8,341
"Martellus Bennett (GB, TE)",759,94,5,369,0.6842105263157895,0,0,0,0,0,0,1,0,4538,25,570,2137,17,458
"Charles Clay (BUF, TE)",737,99,5,356,0.67,15,7,1,0,0,0,0,0,3373,16,522,2307,15,546
"Jared Cook (OAK, TE)",671,85,5,260,0.5930232558139535,0,0,0,0,0,0,1,0,3632,17,517,1994,16,435
"Coby Fleener (NO, TE)",608,87,4,256,0.5909090909090909,0,0,0,0,0,0,1,0,5139,39,649,1476,10,387
"Rob Gronkowski (NE, TE)",592,66,4,194,0.582089552238806,0,0,0,0,0,0,0,0,4338,25,626,2052,19,468
"Delanie Walker (TEN, TE)",571,86,6,173,0.6896551724137931,0,0,0,0,0,0,1,0,3710,22,533,1894,16,462
"Brent Celek (PHI, TE)",502,51,6,284,0.6153846153846154,0,0,0,0,0,0,1,0,4401,32,507,2557,19,501
"Jordan Reed (WAS, TE)",499,59,3,248,0.75,18,1,0,0,0,0,0,0,4065,20,612,2150,14,454
"Zach Ertz (PHI, TE)",469,57,4,158,0.6206896551724138,0,0,0,0,0,0,0,0,4401,32,507,2557,19,501
"Jermaine Gresham (ARI, TE)",461,68,4,268,0.6666666666666666,0,0,0,0,0,0,3,0,4291,24,574,1540,12,422
"Tyler Eifert (CIN, TE)",445,60,2,227,0.639344262295082,0,0,0,0,0,0,0,0,4321,33,587,1755,14,481
"Mychal Rivera (JAC, TE)",407,59,4,91,0.6333333333333333,0,0,0,0,0,0,0,0,3751,16,592,1260,7,376
"Marcedes Lewis (JAC, TE)",359,47,4,229,0.5208333333333334,0,0,0,0,0,0,1,0,3751,16,592,1260,7,376
"Kyle Rudolph (MIN, TE)",313,46,3,122,0.6382978723404256,0,0,0,0,0,0,0,0,3645,18,546,2081,23,423
"Sean McGrath (SD, TE)",302,40,2,140,0.6341463414634146,0,0,0,0,0,0,0,0,4478,32,545,1961,9,486
"Clay Harbor (NO, TE)",292,35,2,127,0.6666666666666666,0,0,0,0,0,0,2,0,5139,39,649,1476,10,387
"Ed Dickson (CAR, TE)",273,43,1,101,0.5681818181818182,0,0,0,0,0,0,0,0,3379,24,473,2018,14,482
"Lance Kendricks (GB, TE)",258,46,4,108,0.6808510638297872,0,0,0,0,0,0,0,0,4538,25,570,2137,17,458
