Player,Rec Yds,Rec Tar,Rec Tds,Rec YAC,Rec %,Rush Yds,Rush Att,Rush Tds,Pass Yds,Pass Tds,Pass Att,Fumbles,Interceptions,Team Passing Yds,Team Passing Tds,Team Passing Att,Team Rushing Yds,Team Rushing Tds,Team Rushing Att
"Travis Kelce (KC, TE)",556,59,4,207,0.7333333333333333,7,2,0,0,0,0,0,0,2181,16,260,982,6,202
"Zach Ertz (PHI, TE)",528,64,6,148,0.6615384615384615,0,0,0,0,0,0,1,0,2063,19,264,1034,4,246
"Rob Gronkowski (NE, TE)",509,56,5,195,0.5964912280701754,0,0,0,0,0,0,1,0,2516,16,308,870,6,220
"Cameron Brate (TB, TE)",405,44,4,93,0.6888888888888889,0,0,0,0,0,0,1,0,2143,13,279,566,3,154
"Jack Doyle (IND, TE)",378,55,2,169,0.75,0,0,0,0,0,0,2,0,1770,5,258,796,8,217
"Jared Cook (OAK, TE)",373,46,1,146,0.6595744680851063,0,0,0,0,0,0,1,0,1919,13,283,704,7,166
"Ed Dickson (CAR, TE)",349,32,0,155,0.6666666666666666,0,0,0,0,0,0,0,0,1858,10,270,781,4,231
"Evan Engram (NYG, TE)",342,53,3,166,0.5555555555555556,0,0,0,0,0,0,0,0,1600,10,260,583,2,149
"Delanie Walker (TEN, TE)",324,49,0,76,0.64,-2,2,1,0,0,0,1,0,1463,5,218,872,9,197
"Jason Witten (DAL, TE)",314,47,3,65,0.7083333333333334,0,0,0,0,0,0,1,0,1571,14,228,1054,9,215
"Hunter Henry (SD, TE)",312,32,2,115,0.696969696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vernon Davis (WAS, TE)",312,22,1,176,0.7391304347826086,0,0,0,0,0,0,1,0,1900,13,237,738,4,182
"Austin Hooper (ATL, TE)",295,29,2,120,0.7333333333333333,0,0,0,0,0,0,0,0,1844,9,232,865,6,180
"Kyle Rudolph (MIN, TE)",271,47,3,111,0.6666666666666666,0,0,0,0,0,0,0,0,1990,10,276,960,7,240
"Jimmy Graham (SEA, TE)",269,45,4,114,0.6086956521739131,0,0,0,0,0,0,0,0,2008,15,259,683,2,187
"Charles Clay (BUF, TE)",258,28,2,122,0.6896551724137931,0,0,0,0,0,0,1,0,1628,10,236,935,6,250
"George Kittle (SF, TE)",250,37,1,120,0.631578947368421,0,0,0,0,0,0,0,0,1892,6,315,766,6,182
"Zach Miller (CHI, TE)",236,35,2,72,0.5555555555555556,0,0,0,0,0,0,0,0,1404,8,222,1039,5,243
"Martellus Bennett (GB, TE)",233,38,0,119,0.6153846153846154,0,0,0,0,0,0,0,0,1629,14,252,707,6,156
"O.J. Howard (TB, TE)",221,20,3,78,0.6190476190476191,0,0,0,0,0,0,1,0,2143,13,279,566,3,154
"Nick O'Leary (BUF, TE)",221,19,0,103,0.7,0,0,0,0,0,0,1,0,1628,10,236,935,6,250
"Austin Seferian-Jenkins (NYJ, TE)",221,41,3,79,0.7857142857142857,0,0,0,0,0,0,1,0,2011,13,276,960,8,233
"Benjamin Watson (BAL, TE)",220,39,2,100,0.775,0,0,0,0,0,0,1,0,1346,8,255,1015,4,239
"Jordan Reed (WAS, TE)",211,35,2,72,0.75,0,0,0,0,0,0,1,0,1900,13,237,738,4,182
