Player,Rec Yds,Rec Tar,Rec Tds,Rec YAC,Rec %,Rush Yds,Rush Att,Rush Tds,Pass Yds,Pass Tds,Pass Att,Fumbles,Interceptions,Team Passing Yds,Team Passing Tds,Team Passing Att,Team Rushing Yds,Team Rushing Tds,Team Rushing Att
"Rob Gronkowski (NE, TE)",1176,120,11,554,0.5950413223140496,0,0,0,0,0,0,0,0,4812,36,629,1404,14,383
"Greg Olsen (CAR, TE)",1104,124,7,344,0.616,0,0,0,0,0,0,1,0,3873,35,502,2282,19,526
"Delanie Walker (TEN, TE)",1088,133,6,389,0.7014925373134329,36,1,0,0,0,0,0,0,3897,25,553,1485,10,371
"Jordan Reed (WAS, TE)",952,114,11,473,0.7565217391304347,0,0,0,0,0,0,3,0,4294,30,555,1582,9,429
"Travis Kelce (KC, TE)",875,103,5,515,0.6923076923076923,0,0,0,0,0,0,2,0,3493,20,473,2041,19,437
"Zach Ertz (PHI, TE)",853,112,2,269,0.6637168141592921,0,0,0,0,0,0,2,0,4341,23,623,1740,15,444
"Benjamin Watson (BAL, TE)",825,110,6,248,0.6666666666666666,0,0,0,0,0,0,1,0,4462,21,677,1478,8,383
"Jason Witten (DAL, TE)",712,104,3,242,0.7333333333333333,0,0,0,0,0,0,1,0,3677,16,529,1888,8,408
"Antonio Gates (SD, TE)",630,85,5,239,0.6511627906976745,0,0,0,0,0,0,0,0,4856,30,668,1357,4,392
"Tyler Eifert (CIN, TE)",615,74,13,229,0.6933333333333334,0,0,0,0,0,0,0,0,4104,31,505,1804,18,468
"Jimmy Graham (SEA, TE)",605,74,2,234,0.64,0,0,0,0,0,0,0,0,4052,34,488,2269,10,501
"Eric Ebron (DET, TE)",537,70,5,285,0.6619718309859155,0,0,0,0,0,0,0,0,4463,33,632,1336,7,354
"Charles Clay (BUF, TE)",528,78,3,230,0.6455696202531646,0,0,0,0,0,0,1,0,3600,23,465,2432,19,509
"Richard Rodgers (GB, TE)",510,85,8,218,0.6744186046511628,11,1,0,0,0,0,0,0,3825,31,574,1850,8,436
"Kyle Rudolph (MIN, TE)",495,73,5,193,0.6621621621621622,0,0,0,0,0,0,0,0,3246,14,454,2211,18,474
"Coby Fleener (NO, TE)",491,84,3,178,0.6352941176470588,0,0,0,0,0,0,0,0,5213,32,667,1489,16,396
"Jared Cook (OAK, TE)",481,75,0,215,0.5131578947368421,0,0,0,0,0,0,2,0,4129,34,605,1455,7,370
"Julius Thomas (MIA, TE)",455,80,5,145,0.5679012345679012,0,0,0,0,0,0,0,0,4233,24,589,1494,11,343
"Martellus Bennett (GB, TE)",439,80,3,220,0.654320987654321,0,0,0,0,0,0,2,0,3825,31,574,1850,8,436
"Zach Miller (CHI, TE)",439,46,5,222,0.723404255319149,0,0,0,0,0,0,0,0,3843,21,523,1851,13,469
"Crockett Gillmore (BAL, TE)",412,47,4,240,0.6875,0,0,0,0,0,0,0,0,4462,21,677,1478,8,383
"Brent Celek (PHI, TE)",398,35,3,173,0.75,0,0,0,0,0,0,1,0,4341,23,623,1740,15,444
"Vernon Davis (WAS, TE)",395,58,0,134,0.6440677966101694,0,0,0,0,0,0,0,0,4294,30,555,1582,9,429
"Austin Seferian-Jenkins (NYJ, TE)",338,39,4,96,0.525,0,0,0,0,0,0,0,0,4170,33,604,1868,11,448
