Player,Rec Yds,Rec Tar,Rec Tds,Rec YAC,Rec %,Rush Yds,Rush Att,Rush Tds,Pass Yds,Pass Tds,Pass Att,Fumbles,Interceptions,Team Passing Yds,Team Passing Tds,Team Passing Att,Team Rushing Yds,Team Rushing Tds,Team Rushing Att
"Antonio Gates (SD, TE)",1157,114,8,473,0.6869565217391305,0,0,0,0,0,0,1,0,4506,29,519,1423,17,427
"Jason Witten (DAL, TE)",1030,124,2,453,0.752,0,0,0,0,0,0,0,0,4483,26,550,2103,14,436
"Brent Celek (PHI, TE)",971,112,8,447,0.672566371681416,0,0,0,0,0,0,0,0,4380,27,553,1644,14,382
"Vernon Davis (WAS, TE)",965,129,13,323,0.6,0,0,0,0,0,0,0,0,3791,21,532,1504,8,390
"Greg Olsen (CAR, TE)",612,108,8,176,0.5504587155963303,0,0,0,0,0,0,0,0,3070,16,465,2498,18,525
"Marcedes Lewis (JAC, TE)",518,59,2,166,0.5333333333333333,0,0,0,0,0,0,1,0,3599,15,519,2028,19,446
"Benjamin Watson (BAL, TE)",404,41,5,93,0.6904761904761905,0,0,0,0,0,0,0,0,3637,21,510,2206,22,467
"Anthony Fasano (MIA, TE)",339,54,2,107,0.5636363636363636,0,0,0,0,0,0,2,0,3396,15,545,2231,22,509
"Delanie Walker (TEN, TE)",233,33,0,159,0.6176470588235294,34,3,0,0,0,0,2,0,3104,16,476,2592,19,500
"Zach Miller (CHI, TE)",212,27,2,144,0.75,3,1,0,0,0,0,0,0,3677,27,563,1491,6,374
"Martellus Bennett (GB, TE)",159,30,0,67,0.4838709677419355,0,0,0,0,0,0,0,0,4492,30,553,1873,20,439
"Jared Cook (OAK, TE)",74,15,0,36,0.5625,0,0,0,0,0,0,0,0,2875,10,485,1701,7,410
